"id","type","title","director","cast","country","data_added","release_year","rating","duration","duration_units","genre","plot","score","google_language","google_genre","google_plot"
"s2481","TV Show","Trailer Park Boys: The Animated Series","Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Cory Bowles, Jacob Rolfe, Tyrone Parsons, Sarah Dunsworth, Jeanna Harrison, Marguerite McNeil","Canada",2020-05-22,2020,"TV-MA",2,"Seasons","TV Comedies","Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",88,"absent","absent","Trailer Park Boys: The Animated Series is a Canadian adult animated television series created by John Paul Tremblay, Robb Wells, and Mike Smith. The series is a spin-off and sequel to the 2001 television mockumentary comedy series, Trailer Park Boys, itself a sequel to Mike Clattenburg's 1999 film of the same name. Wikipedia"
"s2487","TV Show","Mystic Pop-up Bar","","Hwang Jung-eum, Yook Sung-jae, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun, Na In-woo, Yeom Hye-ran, Park Eun-hye, Park Si-eun, Song Geon-hee, Kim Hee-jung, Ahn Tae-hwan","South Korea",2020-05-21,2020,"TV-MA",1,"Season","International TV Shows, Korean TV Shows, TV Comedies","A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.",89,"present","present","Only open late at night, a mysterious outdoor bar can travel to different worlds and heal customers through their dreams."
"s861","Movie","Hating Peter Tatchell","Christopher Amos","","Australia",2021-05-20,2020,"TV-MA",91,"min","Documentaries, International Movies, LGBTQ Movies","This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.",60,"absent","absent","The story of a human rights campaigner's acts of civil disobedience and how they revolutionised attitudes towards homosexuality and impacted the fight for equality."
"s2495","Movie","Ben Platt Live from Radio City Music Hall","Alex Timbers, Sam Wrench","Ben Platt","United States",2020-05-20,2020,"TV-PG",85,"min","Music & Musicals","Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, ""Sing to Me Instead.”",66,"absent","absent","Ben Platt Live from Radio City Music Hall is a 2020 American concert film by actor, singer and songwriter Ben Platt. The film documents the final stop of his debut Sing to Me Instead Tour, in which the one-night-only event was recorded live on September 29, 2019, at Radio City Music Hall in New York City. Wikipedia"
"s2496","TV Show","Especial 20 años Fútbol de Primera","","","",2020-05-20,2020,"TV-14",1,"Season","Docuseries, International TV Shows, Spanish-Language TV Shows","Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""Fútbol de Primera.""",37,"absent","absent","Examining the first two decades of the television show, including clips of the best moments, most exciting games, and the biggest idols of football in the Argentine First Division."
"s2499","Movie","Mutiny of the Worker Bees","Carlos Morett","Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza","Mexico",2020-05-20,2020,"TV-MA",94,"min","Comedies, International Movies","When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",54,"absent","absent","A young man's grandfather forces him take a job at a tech company in Mexico City, where he meets a quirky group of people."
"s2500","TV Show","The Queen and the Conqueror","","Essined Aponte, Emmanuel Esparza, Kepa Amuchastegui, Manuel Navarro, Aroha Hafez, Ilenia Antonini, Alejandro Rodríguez, Cristina Warner, Juliette Arrieta, Fernando Campo, Camilo Jiménez, Jairo Camargo, Adelaida Buscato","Colombia",2020-05-20,2020,"TV-14",1,"Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Years after Spanish conquistador Pedro de Heredia betrayed her people and broke her heart, indigenous woman Catalina reenters his life to get revenge.",66,"present","present","Years after conquistador Pedro de Heredia betrays her people and breaks her heart, indigenous woman Catalina sets out to get revenge."
"s2566","TV Show","Almost Happy","Hernán Guerschuny","Sebastián Wainraich, Natalie Pérez, Santiago Korovsky","Argentina",2020-05-02,2020,"TV-MA",1,"Season","International TV Shows, Spanish-Language TV Shows, TV Comedies","Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",89,"present","absent","SebastiÃ¡n is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife, whom he still loves, and two kids."
"s2568","Movie","Death Can Wait","Fernando Ayllón","Ricardo Quevedo, Nelson Polanía, Liss Pereira, Brian Moreno, Ana Cristina Botero, Jairo Ordóñez, Luis Alberto Saavedra, Blanca Ligia Franco, Marianne Schaller Romero, Shirley Marulanda","Colombia",2020-05-02,2020,"TV-14",91,"min","Comedies, International Movies","After learning he may die soon, a modest accountant pulls off a shady money scheme and heads to Europe, where he's faced with a life-or-death situation.",64,"absent","absent","After learning he may die soon, a modest accountant travels to Europe to pull off a shady money scheme."
"s2570","TV Show","Hoarders","","","",2020-05-02,2020,"TV-PG",1,"Season","Reality TV","This reality series enters the worlds of compulsive hoarders, whose addiction to acquisition overwhelms not just their homes but also their lives.",91,"absent","present","""Hoarders"" is an often painful look inside a disease that can bury its sufferer -- literally at times -- in its symptoms. Each hourlong episode profiles two people on the verge of a personal crisis, all caused by the fact that they are unable to part with even the tiniest possessions, and the cumulative effect becomes a mountain of junk and garbage overtaking their home or apartment. If they don\'t respond to professional help, the consequences sometimes involve eviction, kids being taken away, or even jail time.â€¦\xa0MORE"
"s2573","Movie","Roped","Shaun Paul Piccinino","Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville","United States",2020-05-02,2020,"PG",90,"min","Children & Family Movies, Dramas, Romantic Movies","A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.",59,"absent","absent","A star cowboy in a travelling rodeo is thrown off course when he falls for the daughter of a tough-minded town councilman."
"s2509","TV Show","Sweet Magnolias","","JoAnna Garcia Swisher, Brooke Elliott, Heather Headley, Chris Klein, Justin Bruening, Logan Allen, Anneliese Judge, Carson Rowland, Jamie Lynn Spears, Dion Johnstone","United States",2020-05-19,2020,"TV-14",1,"Season","Romantic TV Shows, TV Dramas","Lifelong friends Maddie, Helen and Dana Sue lift each other up as they juggle relationships, family and careers in the small, Southern town of Serenity.",87,"present","present","Lifelong friends lift each other up as they juggle relationships, family and careers in the small Southern town of Serenity."
"s2515","TV Show","The Big Flower Fight","","Natasia Demetriou, Vic Reeves, Kristen Griffith-Vanderyacht","United Kingdom",2020-05-18,2020,"TV-PG",1,"Season","British TV Shows, International TV Shows, Reality TV","Ten pairs of florists, sculptors and garden designers face off in a friendly floral fight to see who can build the biggest, boldest garden sculptures.",84,"absent","present","Ten teams of florists, sculptors and garden designers compete to create extravagant floral installations for a chance to display at London's Royal Botanic Gardens, Kew."
"s2516","TV Show","Patriot Act with Hasan Minhaj","","Hasan Minhaj","United States",2020-05-17,2020,"TV-MA",6,"Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","Every Sunday, Hasan Minhaj brings an incisive and nuanced perspective to global news, politics and culture in his unique comedy series.",89,"absent","present","""The Daily Show"" alumnus Hasan Minhaj gets the spotlight to himself -- and his name in the title -- on this Netflix original series. The Peabody Award-winning comic explores the modern cultural and political landscape with depth and sincerity. In each weekly episode, he uses his unique comedic voice and storytelling skill to investigate the larger trends shaping the fragmented world. According to Netflix, Minhaj -- who also serves as an executive producer -- is the first Indian-American host of a weekly comedy show.â€¦\xa0MORE"
"s2523","TV Show","Inhuman Resources","Ziad Doueiri","Eric Cantona, Suzanne Clément, Alex Lutz, Gustave Kervern, Alice de Lencquesaing, Louise Coldefy, Nicolas Martinez, Adama Niane","France",2020-05-15,2020,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, TV Dramas","Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game.",83,"absent","absent","Unemployed and desperate to turn his life around, Alain Delambre is ready to do anything to secure a job at corporate giant Exxya."
"s2525","TV Show","Magic for Humans","","Justin Willman","United States",2020-05-15,2020,"TV-14",3,"Seasons","Reality TV, TV Comedies","From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.",84,"present","present","Magician Justin Willman blends good-natured magic with grown-up laughs in this series that sends him out on the streets and into locations like schools to baffle unsuspecting people. He aims to wow the marks as he performs the tricks and illusions in front of them, with no camera tricks to assist him. Along the way, Willman squares off against a robot in a magic battle and delivers a surprise proposal to a woman who married herself.â€¦\xa0MORE"
"s2527","TV Show","She-Ra and the Princesses of Power","","Aimee Carrero, AJ Michalka, Marcus Scribner, Karen Fukuhara, Reshma Shetty, Lorraine Toussaint, Keston John, Lauren Ash, Christine Woods, Morla Gorrondona, Antony Del Rio, Dana Davis, Grey Griffin, Genesis Rodriguez, Jordan Fisher, Vella Lovell, Merit Leighton, Sandra Oh, Krystal Joy Brown","United States",2020-05-15,2020,"TV-Y7",5,"Seasons","Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde.",88,"absent","present","In this reboot of the 1980s original, a magic sword transforms an orphan girl into warrior She-Ra, who unites a rebellion to fight against evil."
"s2528","TV Show","Sleepless Society: Two Pillows & A Lost Soul","Sivaroj Kongsakul","Numthip Jongrachatawiboon, Vorarit Fuangarom, Bhumibhat Thavornsiri, Thanongsak Suphakan, Kanjanaporn Plodpai, Tosatid Darnkhuntod, Boonsong Nakphoo, Arachaporn Pokinpakorn, Annita Sarucha, Chidsanupong Sakulnuntipat, Nisawan Silpapearsue, Porntip Tipsiri, Thana Srisuke","Thailand",2020-05-15,2020,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, TV Dramas","A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.",46,"absent","absent","A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body."
"s2531","TV Show","White Lines","","Laura Haddock, Nuno Lopes, Marta Milans, Laurence Fox, Daniel Mays, Angela Griffin, Juan Diego Botto, Pedro Casablanc, Belén López, Barry Ward, Tom Rhys Harries","United Kingdom, Spain",2020-05-15,2020,"TV-MA",1,"Season","British TV Shows, Crime TV Shows, International TV Shows","Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path.",74,"absent","present","Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path."
"s887","TV Show","The Mystic River","Uzodinma Okpechi","Jide Kosoko, Dele Odule, Lota Chukwu, Ben Touitou, Ayo Ewebiyi, Joke Muyiwa, Jude Chukwuka, Tonia Chukwurah, Folarin Agunbiade, Debby Felix, Bunmi Shogade","",2021-05-14,2020,"TV-14",1,"Season","International TV Shows, TV Horror, TV Sci-Fi & Fantasy","As pregnant women vanish in a remote Nigerian village over decades, a doctor with child finds herself extremely close to uncovering dangerous secrets.",83,"absent","absent","After the death of Jimmy's daughter, Katie, Sean, a police officer, investigates her murder which leads him to a crime that took place 25 years ago."
