"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s1873","Movie","The Forty-Year-Old Version","2020-10-09",2020,"R",124,"min","Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.",80,"absent","absent","A down-on-her-luck playwright thinks the only way she can salvage her voice as an artist is to become a rapper at 40."
"s1874","TV Show","The Haunting of Bly Manor","2020-10-09",2020,"TV-MA",1,"Season","Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""",88,"present","present","A young governess arrives at Bly Manor and begins to see apparitions haunting the estate."
"s1875","Movie","Bigflo & Oli: Hip Hop Frenzy","2020-10-08",2020,"TV-MA",100,"min","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",50,"absent","absent","Inside the life of the two Toulouse brothers, as well as behind the scenes of their exceptional concerts given at the Toulouse Stadium in May 2019."
"s1876","TV Show","Do Do Sol Sol La La Sol","2020-10-08",2020,"TV-14",1,"Season","A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",85,"present","present","A pianist hits rock bottom and finds herself at a piano academy in a small village where she falls in love with a mystery man."
"s1878","TV Show","Private Lives","2020-10-08",2020,"TV-14",1,"Season","In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",69,"present","present","In a world where data is no longer private, con artists uncover a surveillance scheme headed by the government and a greedy corporation."
"s1879","TV Show","The 100","2020-10-08",2020,"TV-MA",7,"Seasons","A century after Earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable.",90,"present","present","A nuclear conflict has decimated civilisation. A century later, a spaceship accommodating humanity's lone survivors dispatch 100 juvenile delinquents back to the Earth to determine its habitability."
"s1880","Movie","Hubie Halloween","2020-10-07",2020,"PG-13",104,"min","Hubie's not the most popular guy in Salem, Mass., but when Halloween turns truly spooky, this good-hearted scaredy-cat sets out to keep his town safe.",72,"absent","absent","It's October 31st in Salem, Massachusetts, and a town's eccentric, devoted community volunteer and the good-natured object of his fellow citizen's derision and meanest pranks, finds himself in the midst of a real investigation, for a real murderer."
"s1881","TV Show","To the Lake","2020-10-07",2020,"TV-MA",1,"Season","Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive.",78,"present","present","Faced with a terrifying virus that turns Moscow into a city of the dead, survivors set off on a long, dangerous journey north to find an isolated hunting lodge on a deserted island."
"s1882","Movie","American Pie 9: Girls' Rules","2020-10-06",2020,"R",96,"min","Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.",59,"absent","absent","Now that it's their senior year, Annie, Kayla, Michelle and Stephanie band together to harness their girl power to get what they want."
"s1886","TV Show","Bad Boy Billionaires: India","2020-10-05",2020,"TV-14",1,"Season","This investigative docuseries explores the greed, fraud and corruption that built up — and ultimately brought down — India’s most infamous tycoons.",81,"present","absent","Investigative docuseries exploring the greed, fraud and corruption of India's most infamous tycoons."
"s1887","Movie","David Attenborough: A Life on Our Planet","2020-10-04",2020,"PG",84,"min","A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future.",94,"absent","absent","In his 93 years, Attenborough has visited every continent on the globe, exploring the wild places of the planet and documenting the living world in all its variety and wonder. But during his lifetime, Attenborough has also seen first-hand the monumental scale of humanity's impact on nature."
"s1776","Movie","His House","2020-10-30",2020,"TV-14",93,"min","As a young couple from war-torn South Sudan seeks asylum and a fresh start in England, they’re tormented by a sinister force living in their new home.",73,"present","absent","A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface."
"s1778","Movie","Kaali Khuhi","2020-10-30",2020,"TV-14",91,"min","When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl.",41,"present","absent","Shivangi, a 10-year-old girl, must save her family's village in Punjab from the restless ghosts of its horrific past."
"s1779","TV Show","Kongsuni and Friends","2020-10-30",2020,"TV-Y",2,"Seasons","A bright-eyed girl and her magical owl sidekick find adventure when enchanting powers and creative ideas lead to important lessons.",48,"present","absent","A young girl and a magical owl find adventure, enchanting powers and creative ideas which lead to important lessons."
"s1780","TV Show","Marvel's Agents of S.H.I.E.L.D.","2020-10-30",2020,"TV-14",7,"Seasons","Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats.",73,"absent","present","Agent Phil Coulson leads a team of highly skilled agents from the global law-enforcement organisation known as S.H.I.E.L.D. Together, they combat extraordinary and inexplicable threats."
"s1781","Movie","Rogue City","2020-10-30",2020,"TV-MA",116,"min","Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",63,"present","absent","A loyal cop gets caught in the crosshairs of police corruption and warring gangs in Marseille, France, and takes matters into his own hands."
"s1782","TV Show","Somebody Feed Phil","2020-10-30",2020,"TV-14",4,"Seasons","""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.",93,"absent","present","Philip Rosenthal is perhaps best known as being the creator of long-running sitcom ""Everybody Loves Raymond,"" but since that show went off the air he has gotten more on-camera exposure. In this series, he takes viewers on a goodwill eating tour of the world. Rosenthal -- joined by friends and family -- visits cities that include Tel Aviv, Mexico City, New Orleans and Bangkok to get a taste of the local cuisine and culture at each stop on his journey.â€¦\xa0MORE"
"s1783","TV Show","Suburra: Blood on Rome","2020-10-30",2020,"TV-MA",3,"Seasons","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",92,"present","present","Three young criminals, who are guided by a brutal underworld kingpin, find themselves in trouble when some strong people become their enemies."
"s1888","Movie","Best Wishes, Warmest Regards: A Schitt's Creek Farewell","2020-10-03",2020,"TV-MA",44,"min","From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek.""",95,"absent","absent","An inside look at the final season of the acclaimed comedy series Schitt's Creek, from unseen footage to the last table read."
